PA Certification #,Total NPC MW DC,Total NPC MW AC,Fuel Types at Facility,County,State,Zip,Year
PA-4060569-SUN-I,0.00738,0.0057,SUN,Beaver,PA,15061,2025
PA-4060570-SUN-I,0.00943,0.0076,SUN,Adams,PA,17350,2025
PA-4060571-SUN-I,0.00451,0.0038,SUN,Lawrence,PA,16105,2025
PA-4060572-SUN-I,0.0123,0.01,SUN,Chester,PA,19390,2025
PA-4060573-SUN-I,0.014,0.01155,SUN,Delaware,PA,19014,2025
PA-4060574-SUN-I,0.005395,0.0038,SUN,Bucks,PA,19053,2025
PA-4060575-SUN-I,0.00574,0.006,SUN,Lancaster,PA,17603,2025
PA-4060576-SUN-I,0.0123,0.01,SUN,York,PA,17404,2025
PA-4060577-SUN-I,0.0072,0.00522,SUN,Beaver,PA,15001,2025
PA-4060578-SUN-I,0.01118,0.01,SUN,Berks,PA,17067,2025
PA-4060579-SUN-I,0.00902,0.007678,SUN,Luzerne,PA,18612,2025
PA-4060580-SUN-I,0.02534,0.01717,SUN,Mercer,PA,16114,2025
PA-4060581-SUN-I,0.00246,0.0038,SUN,York,PA,17019,2025
PA-4060582-SUN-I,0.00451,0.0038,SUN,York,PA,17364,2025
PA-4060583-SUN-I,0.0048,0.0036,SUN,Bucks,PA,19055,2025
PA-4060584-SUN-I,0.01107,0.01,SUN,Montgomery,PA,19464,2025
PA-4060585-SUN-I,0.03402,0.0266,SUN,Lancaster,PA,17545,2025
PA-4060586-SUN-I,0.01161,0.01,SUN,Lancaster,PA,17522,2025
PA-4060587-SUN-I,0.00504,0.00456,SUN,Erie,PA,16506,2025
PA-4060588-SUN-I,0.0063,0.00549,SUN,Allegheny,PA,15147,2025
PA-4060589-SUN-I,0.0082,0.0076,SUN,Allegheny,PA,15116,2025
PA-4060590-SUN-I,0.00415,0.0024,SUN,Allegheny,PA,15218,2025
PA-4060591-SUN-I,0.0082,0.0076,SUN,York,PA,17365,2025
PA-4060592-SUN-I,0.01215,0.0115,SUN,Chester,PA,19425,2025
PA-4060593-SUN-I,0.01134,0.01,SUN,Bedford,PA,15521,2025
PA-4060594-SUN-I,0.01394,0.0114,SUN,Franklin,PA,17236,2025
PA-4060595-SUN-I,0.00462,0.004026,SUN,Lehigh,PA,18103,2025
PA-4060596-SUN-I,0.0123,0.01,SUN,Lancaster,PA,17543,2025
PA-4060597-SUN-I,0.01722,0.0136,SUN,Schuylkill,PA,17980,2025
PA-4060598-SUN-I,0.0041,0.0038,SUN,Bucks,PA,19020,2025
PA-4060599-SUN-I,0.01927,0.0152,SUN,Mifflin,PA,17099,2025
PA-4060600-SUN-I,0.02268,0.0176,SUN,Bucks,PA,19053,2025
PA-4060601-SUN-I,0.0076,0.00551,SUN,Berks,PA,19512,2025
PA-4060602-SUN-I,0.0128,0.00928,SUN,Lehigh,PA,18051,2025
PA-4060603-SUN-I,0.00602,0.00406,SUN,Dauphin,PA,17036,2025
PA-4060604-SUN-I,0.06435,0.0432,SUN,Lancaster,PA,17569,2025
PA-4060605-SUN-I,0.00533,0.006,SUN,Northampton,PA,18017,2025
PA-4060606-SUN-I,0.00574,0.006,SUN,Monroe,PA,18301,2025
PA-4060607-SUN-I,0.00492,0.00348,SUN,Delaware,PA,19061,2025
PA-4060608-SUN-I,0.00574,0.006,SUN,Berks,PA,19606,2025
PA-4060609-SUN-I,0.00873,0.006282,SUN,Bucks,PA,19067,2025
PA-4060610-SUN-I,0.028045,0.0214,SUN,Adams,PA,17350,2025
PA-4060611-SUN-I,0.88,0.48,SUN,Lancaster,PA,17543,2025
PA-4060612-SUN-I,0.0064,0.005,SUN,Philadelphia,PA,19152,2025
PA-4060613-SUN-I,0.0048,0.00348,SUN,Lackawanna,PA,18403,2025
PA-4060614-SUN-I,0.0136,0.00928,SUN,Bucks,PA,18972,2025
PA-4060615-SUN-I,0.01763,0.0138,SUN,Lebanon,PA,17046,2025
PA-4060616-SUN-I,0.01394,0.0114,SUN,Cumberland,PA,17015,2025
PA-4060617-SUN-I,0.5577,0.44,SUN,York,PA,17402,2025
PA-4060618-SUN-I,0.006,0.00435,SUN,Dauphin,PA,17113,2025
PA-4060619-SUN-I,0.031995,0.0244,SUN,Schuylkill,PA,17963,2025
PA-4060620-SUN-I,0.0112,0.009772,SUN,Sullivan,PA,18614,2025
PA-4060621-SUN-I,0.02478,0.0228,SUN,Luzerne,PA,18655,2025
PA-4060502-SUN-I,0.0123,0.01,SUN,Chester,PA,19365,2025
PA-4060503-SUN-I,0.02132,0.0176,SUN,Franklin,PA,17202,2025
PA-4060504-SUN-I,0.00779,0.006,SUN,Northampton,PA,18020,2025
PA-4060505-SUN-I,0.00664,0.005,SUN,Allegheny,PA,15101,2025
PA-4060506-SUN-I,0.01066,0.0076,SUN,Westmoreland,PA,15944,2025
PA-4060507-SUN-I,0.00765,0.00585,SUN,Schuylkill,PA,17960,2025
PA-4060508-SUN-I,0.0082,0.0058,SUN,Washington,PA,15301,2025
PA-4060509-SUN-I,0.00369,0.0038,SUN,Dauphin,PA,17111,2025
PA-4060510-SUN-I,0.01428,0.01292,SUN,Lawrence,PA,16157,2025
PA-4060511-SUN-I,0.01104,0.006,SUN,Carbon,PA,18255,2025
PA-4060512-SUN-I,0.00574,0.006,SUN,York,PA,17019,2025
PA-4060513-SUN-I,0.00574,0.006,SUN,York,PA,17313,2025
PA-4060514-SUN-I,0.00533,0.0057,SUN,Berks,PA,19512,2025
PA-4060515-SUN-I,0.00567,0.005,SUN,Berks,PA,19605,2025
PA-4060516-SUN-I,0.01032,0.01,SUN,Lancaster,PA,17603,2025
PA-4060517-SUN-I,0.01148,0.01,SUN,Cumberland,PA,17055,2025
PA-4060518-SUN-I,0.0132,0.010725,SUN,Lehigh,PA,18011,2025
PA-4060519-SUN-I,0.01435,0.01,SUN,Allegheny,PA,15217,2025
PA-4060520-SUN-I,0.00533,0.006,SUN,York,PA,17019,2025
PA-4060521-SUN-I,0.01944,0.0144,SUN,Schuylkill,PA,17972,2025
PA-4060522-SUN-I,0.00902,0.0076,SUN,Lebanon,PA,17042,2025
PA-4060523-SUN-I,0.01722,0.0133,SUN,York,PA,17370,2025
PA-4060524-SUN-I,0.00984,0.0076,SUN,Northampton,PA,18014,2025
PA-4060525-SUN-I,0.01435,0.0114,SUN,Dauphin,PA,17110,2025
PA-4060526-SUN-I,0.01845,0.0138,SUN,Berks,PA,19607,2025
PA-4060527-SUN-I,0.00943,0.0076,SUN,Dauphin,PA,17022,2025
PA-4060528-SUN-I,0.0082,0.0076,SUN,Berks,PA,19518,2025
PA-4060529-SUN-I,0.01066,0.01,SUN,Lancaster,PA,17517,2025
PA-4060530-SUN-I,0.02173,0.0174,SUN,Franklin,PA,17201,2025
PA-4060531-SUN-I,0.00779,0.006,SUN,York,PA,17315,2025
PA-4060532-SUN-I,0.0064,0.00464,SUN,Berks,PA,19526,2025
PA-4060533-SUN-I,0.0052,0.004537,SUN,Philadelphia,PA,19147,2025
PA-4060534-SUN-I,0.0043,0.0029,SUN,Delaware,PA,19026,2025
PA-4060535-SUN-I,0.00924,0.0076,SUN,Westmoreland,PA,15650,2025
PA-4060536-SUN-I,0.00924,0.00704,SUN,Cumberland,PA,17015,2025
PA-4060537-SUN-I,0.01,0.00725,SUN,Monroe,PA,18466,2025
PA-4060538-SUN-I,0.00697,0.006,SUN,Allegheny,PA,15044,2025
PA-4060539-SUN-I,0.01539,0.0114,SUN,Northampton,PA,18045,2025
PA-4060540-SUN-I,0.01845,0.0138,SUN,Schuylkill,PA,17901,2025
PA-4060541-SUN-I,0.01257,0.010122,SUN,Montgomery,PA,19072,2025
PA-4060542-SUN-I,0.01092,0.01,SUN,Centre,PA,16835,2025
PA-4060543-SUN-I,0.02673,0.023034,SUN,Chester,PA,19312,2025
PA-4060544-SUN-I,0.00779,0.006,SUN,Beaver,PA,15001,2025
PA-4060545-SUN-I,0.02091,0.0176,SUN,Northampton,PA,18064,2025
PA-4060546-SUN-I,0.01189,0.01,SUN,Berks,PA,19530,2025
PA-4060547-SUN-I,0.0041,0.0038,SUN,York,PA,17345,2025
PA-4060548-SUN-I,0.01599,0.0136,SUN,Dauphin,PA,17110,2025
PA-4060549-SUN-I,0.01312,0.01,SUN,Northampton,PA,18014,2025
PA-4060550-SUN-I,0.00902,0.0076,SUN,Berks,PA,19606,2025
PA-4060551-SUN-I,0.00984,0.0076,SUN,Cumberland,PA,17050,2025
PA-4060552-SUN-I,0.00714,0.005933,SUN,Washington,PA,15483,2025
PA-4060553-SUN-I,0.01189,0.01,SUN,Perry,PA,17053,2025
PA-4060554-SUN-I,0.01025,0.0076,SUN,Cumberland,PA,17257,2025
PA-4060555-SUN-I,0.00714,0.006222,SUN,Philadelphia,PA,19143,2025
PA-4060556-SUN-I,0.01107,0.01,SUN,Lancaster,PA,17569,2025
PA-4060557-SUN-I,0.00729,0.006,SUN,York,PA,17404,2025
PA-4060558-SUN-I,0.01558,0.012,SUN,Lebanon,PA,17078,2025
PA-4060559-SUN-I,0.00546,0.004537,SUN,Erie,PA,16509,2025
PA-4060560-SUN-I,0.00492,0.0038,SUN,Bucks,PA,19056,2025
PA-4060561-SUN-I,0.00924,0.007678,SUN,Erie,PA,16509,2025
PA-4060562-SUN-I,0.00738,0.0057,SUN,Berks,PA,19540,2025
PA-4060563-SUN-I,0.00738,0.0057,SUN,Lancaster,PA,17554,2025
PA-4060564-SUN-I,0.0063,0.005235,SUN,Erie,PA,16510,2025
PA-4060565-SUN-I,0.00246,0.003,SUN,Bucks,PA,19020,2025
PA-4060566-SUN-I,0.01517,0.0114,SUN,Lancaster,PA,17572,2025
PA-4060567-SUN-I,0.00492,0.0038,SUN,Berks,PA,19551,2025
PA-4060568-SUN-I,0.02337,0.0176,SUN,Lancaster,PA,18106,2025
PA-4060495-SUN-I,0.0034,0.0038,SUN,Allegheny,PA,15234,2025
PA-4060496-SUN-I,0.00768,0.006,SUN,Beaver,PA,15001,2025
PA-4060497-SUN-I,0.00861,0.0076,SUN,Allegheny,PA,15235,2025
PA-4060498-SUN-I,0.0123,0.01,SUN,Berks,PA,19604,2025
PA-4060499-SUN-I,0.0085,0.00609,SUN,Delaware,PA,19079,2025
PA-4060500-SUN-I,0.01558,0.012,SUN,Northampton,PA,18091,2025
PA-4060501-SUN-I,0.01312,0.01,SUN,Beaver,PA,15001,2025
PA-4060476-SUN-I,0.02982,0.02272,SUN,Berks,PA,19541,2025
PA-4060477-SUN-I,0.00328,0.0038,SUN,Chester,PA,19320,2025
PA-4060478-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19141,2025
PA-4060479-SUN-I,0.0084,0.0064,SUN,York,PA,17019,2025
PA-4060480-SUN-I,0.016,0.0152,SUN,Lehigh,PA,18092,2025
PA-4060481-SUN-I,0.00615,0.00576,SUN,York,PA,17403,2025
PA-4060482-SUN-I,0.01599,0.01336,SUN,York,PA,17403,2025
PA-4060483-SUN-I,0.00615,0.006,SUN,Schuylkill,PA,17980,2025
PA-4060484-SUN-I,0.01476,0.0114,SUN,Schuylkill,PA,17921,2025
PA-4060485-SUN-I,0.01148,0.01,SUN,Allegheny,PA,15025,2025
PA-4060486-SUN-I,0.01107,0.01,SUN,Northampton,PA,18045,2025
PA-4060487-SUN-I,0.00697,0.006,SUN,Dauphin,PA,17112,2025
PA-4060488-SUN-I,0.00697,0.006,SUN,Schuylkill,PA,17963,2025
PA-4060489-SUN-I,0.01107,0.01,SUN,Lancaster,PA,17552,2025
PA-4060490-SUN-I,0.01148,0.01,SUN,Berks,PA,19518,2025
PA-4060491-SUN-I,0.01025,0.0076,SUN,York,PA,17345,2025
PA-4060492-SUN-I,0.01271,0.01,SUN,Dauphin,PA,17109,2025
PA-4060493-SUN-I,0.003645,0.0038,SUN,Lehigh,PA,18102,2025
PA-4060494-SUN-I,0.00498,0.0038,SUN,Allegheny,PA,15131,2025
PA-400405-EE-II,0.943352,0.943352,EE,Philadelphia,PA,19107,2025
PA-4060441-DSM-II,11.37,11.37,DSM,Wyoming,PA,18419,2025
PA-4060442-SUN-I,0.00656,0.00576,SUN,York,PA,17406,2025
PA-4060443-SUN-I,0.0102,0.00912,SUN,Allegheny,PA,15106,2025
PA-4060444-SUN-I,0.00574,0.0038,SUN,Berks,PA,19604,2025
PA-4060445-SUN-I,0.0082,0.0076,SUN,Schuylkill,PA,17963,2025
PA-4060446-SUN-I,0.01353,0.0114,SUN,Beaver,PA,15052,2025
PA-4060447-SUN-I,0.0082,0.0076,SUN,Franklin,PA,17220,2025
PA-4060448-SUN-I,0.01296,0.01152,SUN,Bucks,PA,18951,2025
PA-4060449-SUN-I,0.01215,0.01,SUN,Lancaster,PA,17552,2025
PA-4060450-SUN-I,0.01025,0.0076,SUN,York,PA,17370,2025
PA-4060451-SUN-I,0.00943,0.0076,SUN,Lancaster,PA,17522,2025
PA-4060452-SUN-I,0.00656,0.00576,SUN,York,PA,17408,2025
PA-4060453-SUN-I,0.00287,0.0038,SUN,Berks,PA,19506,2025
PA-4060454-SUN-I,0.00902,0.0076,SUN,York,PA,17019,2025
PA-4060455-SUN-I,0.01763,0.0136,SUN,Schuylkill,PA,17967,2025
PA-4060456-SUN-I,0.01025,0.0076,SUN,York,PA,17361,2025
PA-4060457-SUN-I,0.00946,0.0076,SUN,Cumberland,PA,17013,2025
PA-4060458-SUN-I,0.01435,0.0114,SUN,Lebanon,PA,17067,2025
PA-4060459-SUN-I,0.01189,0.01,SUN,Cumberland,PA,17065,2025
PA-4060460-SUN-I,0.00656,0.006,SUN,Mifflin,PA,17044,2025
PA-4060461-SUN-I,0.01107,0.01,SUN,Franklin,PA,17262,2025
PA-4060462-SUN-I,0.00738,0.006,SUN,Berks,PA,19608,2025
PA-4060463-SUN-I,0.00779,0.006,SUN,Cumberland,PA,17015,2025
PA-4060464-SUN-I,0.00697,0.006,SUN,Beaver,PA,15010,2025
PA-4060465-SUN-I,0.00779,0.0076,SUN,Luzerne,PA,18202,2025
PA-4060466-SUN-I,0.01935,0.01305,SUN,Cumberland,PA,17070,2025
PA-4060467-SUN-I,0.00738,0.006,SUN,Allegheny,PA,15205,2025
PA-4060468-SUN-I,0.01476,0.0114,SUN,Perry,PA,17053,2025
PA-4060469-SUN-I,0.0123,0.01,SUN,Mifflin,PA,17063,2025
PA-4060470-SUN-I,0.0041,0.0038,SUN,Allegheny,PA,15237,2025
PA-4060471-SUN-I,0.01462,0.0114,SUN,Lancaster,PA,17543,2025
PA-4060472-SUN-I,0.00492,0.0038,SUN,Allegheny,PA,15221,2025
PA-4060473-SUN-I,0.01271,0.01,SUN,Lancaster,PA,17566,2025
PA-4060474-SUN-I,0.0082,0.0076,SUN,Dauphin,PA,17113,2025
PA-4060475-SUN-I,0.00861,0.0076,SUN,Berks,PA,19610,2025
PA-4060392-SUN-I,0.00989,0.023,SUN,Allegheny,PA,15217,2025
PA-4060393-SUN-I,0.01107,0.01,SUN,Lycoming,PA,17737,2025
PA-4060394-EE-II,0.00084,0.00084,EE,Philadelphia,PA,19136,2025
PA-4060395-SUN-I,0.0064,0.005,SUN,Philadelphia,PA,19120,2025
PA-4060396-SUN-I,0.0205,0.0152,SUN,Lebanon,PA,17067,2025
PA-4060397-SUN-I,0.00984,0.0076,SUN,Northampton,PA,18045,2025
PA-4060398-SUN-I,0.01312,0.01,SUN,Monroe,PA,18302,2025
PA-4060399-SUN-I,0.00451,0.0038,SUN,Allegheny,PA,15221,2025
PA-4060400-SUN-I,0.00615,0.0057,SUN,York,PA,17402,2025
PA-4060401-SUN-I,0.00369,0.0038,SUN,Allegheny,PA,15068,2025
PA-4060402-SUN-I,0.01107,0.01,SUN,Allegheny,PA,15146,2025
PA-4060403-SUN-I,0.00615,0.006,SUN,Lancaster,PA,17562,2025
PA-4060404-SUN-I,0.00533,0.006,SUN,Northumberland,PA,17847,2025
PA-4060405-SUN-I,1.47313,1.125,SUN,Montgomery,PA,19440,2025
PA-4060406-SUN-I,0.01435,0.0114,SUN,Lancaster,PA,17601,2025
PA-4060407-SUN-I,0.00984,0.0076,SUN,Franklin,PA,17268,2025
PA-4060408-SUN-I,0.02576,0.02128,SUN,Northampton,PA,18020,2025
PA-4060409-SUN-I,0.0082,0.0076,SUN,York,PA,17331,2025
PA-4060410-SUN-I,0.00574,0.0057,SUN,Philadelphia,PA,19119,2025
PA-4060411-SUN-I,0.0176,0.0152,SUN,York,PA,17019,2025
PA-4060412-SUN-I,0.00943,0.0076,SUN,Schuylkill,PA,17963,2025
PA-4060413-SUN-I,0.010295,0.00841,SUN,Carbon,PA,18229,2025
PA-4060414-SUN-I,0.02091,0.016,SUN,Cumberland,PA,17055,2025
PA-4060415-SUN-I,0.02009,0.0152,SUN,Perry,PA,17045,2025
PA-4060416-SUN-I,0.01107,0.01,SUN,Dauphin,PA,17032,2025
PA-4060417-SUN-I,0.00492,0.0038,SUN,York,PA,17364,2025
PA-4060418-SUN-I,0.01025,0.0076,SUN,Adams,PA,17307,2025
PA-4060419-SUN-I,0.01312,0.01,SUN,York,PA,17403,2025
PA-4060420-SUN-I,0.00779,0.006,SUN,Allegheny,PA,15147,2025
PA-4060421-SUN-I,0.01763,0.0136,SUN,York,PA,17368,2025
PA-4060422-SUN-I,0.01312,0.01,SUN,Cumberland,PA,17055,2025
PA-4060423-SUN-I,0.00656,0.005,SUN,Allegheny,PA,15227,2025
PA-4060424-SUN-I,0.01066,0.01,SUN,Montgomery,PA,19464,2025
PA-4060425-SUN-I,0.00492,0.0038,SUN,York,PA,17370,2025
PA-4060426-SUN-I,0.01025,0.0076,SUN,Allegheny,PA,15120,2025
PA-4060427-SUN-I,0.00205,0.0015,SUN,Allegheny,PA,15235,2025
PA-4060428-SUN-I,0.0216,0.01566,SUN,Northampton,PA,18067,2025
PA-4060429-SUN-I,0.0105,0.00825,SUN,Lancaster,PA,17601,2025
PA-4060430-SUN-I,0.00581,0.005,SUN,Allegheny,PA,15236,2025
PA-4060431-SUN-I,0.00574,0.006,SUN,Schuylkill,PA,17921,2025
PA-4060432-SUN-I,0.00328,0.0038,SUN,Lawrence,PA,16101,2025
PA-4060433-SUN-I,0.006,0.006,SUN,Adams,PA,17331,2025
PA-4060434-SUN-I,0.02419,0.019,SUN,Cumberland,PA,17013,2025
PA-4060435-SUN-I,0.02106,0.013824,SUN,Beaver,PA,15001,2025
PA-4060436-SUN-I,0.0088,0.006,SUN,Northampton,PA,18045,2025
PA-4060437-SUN-I,0.00943,0.0076,SUN,Lancaster,PA,17603,2025
PA-4060438-SUN-I,0.00574,0.0057,SUN,Lancaster,PA,17601,2025
PA-4060439-SUN-I,0.00984,0.0076,SUN,Northampton,PA,18042,2025
PA-4060440-SUN-I,0.007695,0.0076,SUN,Pike,PA,18458,2025
PA-4060337-SUN-I,0.32568,0.22,SUN,Lebanon,PA,17067,2025
PA-4060338-SUN-I,0.0108,0.01,SUN,Bucks,PA,18940,2025
PA-4060339-SUN-I,0.01353,0.0114,SUN,Lancaster,PA,17543,2025
PA-4060340-SUN-I,0.01681,0.0136,SUN,Washington,PA,15021,2025
PA-4060341-SUN-I,0.01763,0.01336,SUN,York,PA,17331,2025
PA-4060342-SUN-I,0.00902,0.0076,SUN,Lebanon,PA,17042,2025
PA-4060343-SUN-I,0.00984,0.0076,SUN,Allegheny,PA,15229,2025
PA-4060344-SUN-I,0.00861,0.0076,SUN,York,PA,17360,2025
PA-4060345-SUN-I,0.01517,0.0114,SUN,Cumberland,PA,17007,2025
PA-4060346-SUN-I,0.01681,0.0136,SUN,Berks,PA,19608,2025
PA-4060347-SUN-I,0.0164,0.0136,SUN,Lancaster,PA,17509,2025
PA-4060348-SUN-I,0.00615,0.00576,SUN,Berks,PA,19518,2025
PA-4060349-SUN-I,0.03813,0.0288,SUN,Berks,PA,19533,2025
PA-4060350-SUN-I,0.0123,0.01,SUN,Cumberland,PA,17013,2025
PA-4060351-SUN-I,0.01394,0.0114,SUN,York,PA,17331,2025
PA-4060352-SUN-I,0.00533,0.006,SUN,York,PA,17356,2025
PA-4060353-SUN-I,0.00615,0.006,SUN,Allegheny,PA,15235,2025
PA-4060354-SUN-I,0.00656,0.006,SUN,Lancaster,PA,17584,2025
PA-4060355-SUN-I,0.00369,0.0038,SUN,Northampton,PA,18013,2025
PA-4060356-SUN-I,0.03116,0.0252,SUN,Lebanon,PA,17078,2025
PA-4060357-SUN-I,0.00861,0.0076,SUN,Franklin,PA,17268,2025
PA-4060358-SUN-I,0.00615,0.005,SUN,Cumberland,PA,17015,2025
PA-4060359-SUN-I,0.0082,0.0076,SUN,York,PA,17406,2025
PA-4060360-SUN-I,0.00697,0.006,SUN,Lancaster,PA,17601,2025
PA-4060361-SUN-I,0.01107,0.01,SUN,Franklin,PA,17257,2025
PA-4060362-SUN-I,0.01517,0.0114,SUN,Lebanon,PA,17038,2025
PA-4060363-SUN-I,0.00738,0.0057,SUN,Berks,PA,19512,2025
PA-4060364-SUN-I,0.00369,0.0038,SUN,Northampton,PA,18055,2025
PA-4060365-SUN-I,0.00369,0.0038,SUN,Allegheny,PA,15228,2025
PA-4060366-SUN-I,0.01394,0.0114,SUN,Lehigh,PA,18069,2025
PA-4060367-SUN-I,0.01353,0.0114,SUN,Allegheny,PA,15235,2025
PA-4060368-SUN-I,0.01118,0.0076,SUN,Butler,PA,16002,2025
PA-4060369-SUN-I,0.00779,0.006,SUN,Lancaster,PA,17602,2025
PA-4060370-SUN-I,0.01008,0.0076,SUN,Lebanon,PA,17046,2025
PA-4060371-SUN-I,0.0072,0.006282,SUN,Allegheny,PA,15239,2025
PA-4060372-SUN-I,0.00861,0.00609,SUN,Clinton,PA,17740,2025
PA-4060373-SUN-I,0.00861,0.0076,SUN,Lycoming,PA,17701,2025
PA-4060374-SUN-I,0.01517,0.0114,SUN,Dauphin,PA,17057,2025
PA-4060375-SUN-I,0.01681,0.0152,SUN,Lancaster,PA,17529,2025
PA-4060376-SUN-I,0.01681,0.0126,SUN,Schuylkill,PA,17931,2025
PA-4060377-SUN-I,0.03198,0.0252,SUN,Dauphin,PA,17032,2025
PA-4060378-SUN-I,0.02091,0.0176,SUN,York,PA,17339,2025
PA-4060379-SUN-I,0.0123,0.01,SUN,Schuylkill,PA,17963,2025
PA-4060380-SUN-I,0.00656,0.0076,SUN,Allegheny,PA,15143,2025
PA-4060381-SUN-I,0.01107,0.01,SUN,Cumberland,PA,17015,2025
PA-4060382-SUN-I,0.00574,0.00576,SUN,York,PA,17331,2025
PA-4060383-SUN-I,0.01025,0.00725,SUN,Montour,PA,17821,2025
PA-4060384-SUN-I,0.0048,0.00348,SUN,Philadelphia,PA,19124,2025
PA-4060385-SUN-I,0.01845,0.0157,SUN,Washington,PA,15060,2025
PA-4060386-SUN-I,0.0052,0.00377,SUN,Delaware,PA,19032,2025
PA-4060387-SUN-I,0.02132,0.0176,SUN,Northampton,PA,18064,2025
PA-4060388-SUN-I,0.0082,0.0076,SUN,York,PA,17327,2025
PA-4060389-SUN-I,0.01247,0.01,SUN,York,PA,17408,2025
PA-4060390-SUN-I,0.00516,0.00348,SUN,Philadelphia,PA,19122,2025
PA-4060391-SUN-I,0.02646,0.02079,SUN,Lehigh,PA,18049,2025
PA-4060276-SUN-I,0.01632,0.015,SUN,Montgomery,PA,19066,2025
PA-4060277-SUN-I,0.0084,0.0106,SUN,Lebanon,PA,17046,2025
PA-4060278-SUN-I,0.00697,0.006,SUN,Allegheny,PA,15146,2025
PA-4060279-SUN-I,0.01681,0.0133,SUN,Mifflin,PA,17044,2025
PA-4060280-SUN-I,0.01189,0.01,SUN,Dauphin,PA,17078,2025
PA-4060281-SUN-I,0.009775,0.00667,SUN,Montgomery,PA,19038,2025
PA-4060282-SUN-I,0.00729,0.00522,SUN,Bucks,PA,19047,2025
PA-4060283-SUN-I,0.01107,0.01,SUN,Franklin,PA,17202,2025
PA-4060284-SUN-I,0.01353,0.0114,SUN,Adams,PA,17340,2025
PA-4060285-SUN-I,0.024,0.02,SUN,Lancaster,PA,17603,2025
PA-4060286-SUN-I,0.01189,0.01,SUN,Lebanon,PA,17026,2025
PA-4060287-SUN-I,0.01517,0.012913,SUN,Lehigh,PA,18066,2025
PA-4060288-SUN-I,0.01066,0.00754,SUN,Columbia,PA,17815,2025
PA-4060289-SUN-I,0.0104,0.00988,SUN,Delaware,PA,19087,2025
PA-4060290-SUN-I,0.0215,0.0145,SUN,Centre,PA,16870,2025
PA-4060291-SUN-I,0.00656,0.006,SUN,Beaver,PA,15010,2025
PA-4060292-SUN-I,0.0124,0.00899,SUN,Bucks,PA,19007,2025
PA-4060293-SUN-I,0.005525,0.005,SUN,Beaver,PA,15003,2025
PA-4060294-SUN-I,0.00559,0.00377,SUN,Dauphin,PA,17109,2025
PA-4060295-EE-II,0.00076,0.00076,EE,Philadelphia,PA,19104,2025
PA-4060296-SUN-I,0.0105,0.01,SUN,Franklin,PA,17268,2025
PA-4060297-SUN-I,0.00568,0.00464,SUN,Philadelphia,PA,19119,2025
PA-4060298-SUN-I,0.01386,0.01,SUN,Northampton,PA,18072,2025
PA-4060299-SUN-I,0.00639,0.00522,SUN,Chester,PA,19362,2025
PA-4060300-SUN-I,0.0172,0.0116,SUN,Adams,PA,17325,2025
PA-4060301-SUN-I,0.012325,0.00841,SUN,Philadelphia,PA,19115,2025
PA-4060302-SUN-I,0.0123,0.01,SUN,Mifflin,PA,17099,2025
PA-4060303-SUN-I,0.00615,0.006,SUN,Allegheny,PA,15201,2025
PA-4060304-SUN-I,0.01247,0.01,SUN,Allegheny,PA,15090,2025
PA-4060305-SUN-I,0.00943,0.0076,SUN,Snyder,PA,17812,2025
PA-4060306-SUN-I,0.0082,0.0076,SUN,Lancaster,PA,17601,2025
PA-4060307-SUN-I,0.01312,0.01,SUN,Monroe,PA,18353,2025
PA-4060308-SUN-I,0.0144,0.012564,SUN,Tioga,PA,16933,2025
PA-4060309-SUN-I,0.00516,0.005,SUN,Susquehanna,PA,18847,2025
PA-4060310-SUN-I,0.00943,0.00667,SUN,Northampton,PA,18040,2025
PA-4060311-EE-II,0.008766,0.008766,EE,Philadelphia,PA,19146,2025
PA-4060312-SUN-I,0.00656,0.0057,SUN,Northampton,PA,18017,2025
PA-4060313-SUN-I,0.01025,0.0116,SUN,Berks,PA,19505,2025
PA-4060314-SUN-I,0.006035,0.00493,SUN,Philadelphia,PA,19143,2025
PA-4060315-SUN-I,0.0092,0.0076,SUN,Allegheny,PA,15120,2025
PA-4060316-SUN-I,0.006375,0.00435,SUN,Philadelphia,PA,19148,2025
PA-4060317-SUN-I,0.01548,0.0114,SUN,Perry,PA,17020,2025
PA-4060318-SUN-I,0.00568,0.00464,SUN,Bucks,PA,19030,2025
PA-4060319-SUN-I,0.02255,0.01595,SUN,Montour,PA,17821,2025
PA-4060320-SUN-I,0.01968,0.0152,SUN,York,PA,17339,2025
PA-4060321-SUN-I,0.006745,0.00551,SUN,Montgomery,PA,19464,2025
PA-4060322-SUN-I,0.0084,0.0076,SUN,Adams,PA,17340,2025
PA-4060323-SUN-I,0.0123,0.0087,SUN,Berks,PA,19508,2025
PA-4060324-SUN-I,0.013845,0.01131,SUN,Lehigh,PA,18052,2025
PA-4060325-SUN-I,0.0188,0.01363,SUN,Berks,PA,19522,2025
PA-4060326-SUN-I,0.01476,0.0114,SUN,Allegheny,PA,15221,2025
PA-4060327-SUN-I,0.00714,0.006,SUN,Philadelphia,PA,19115,2025
PA-4060328-SUN-I,0.01472,0.01216,SUN,Northampton,PA,18040,2025
PA-4060329-SUN-I,0.01188,0.010368,SUN,York,PA,17366,2025
PA-4060330-SUN-I,0.003645,0.0038,SUN,Delaware,PA,19015,2025
PA-4060331-SUN-I,0.01276,0.01102,SUN,Montgomery,PA,19035,2025
